ID,x,y,site,year,mes,value
1,418750,4081250,APH,1980,01,4.5
1,418750,4081250,APH,1980,02,7.199999809265137
1,418750,4081250,APH,1980,03,7.300000190734863
1,418750,4081250,APH,1980,04,8.5
1,418750,4081250,APH,1980,05,9.899999618530273
1,418750,4081250,APH,1980,06,16.100000381469727
1,418750,4081250,APH,1980,07,18.899999618530273
1,418750,4081250,APH,1980,08,21.299999237060547
1,418750,4081250,APH,1980,09,17.200000762939453
1,418750,4081250,APH,1980,10,11.199999809265137
1,418750,4081250,APH,1980,11,6.400000095367432
1,418750,4081250,APH,1980,12,3.700000047683716
1,418750,4081250,APH,1981,01,5.5
1,418750,4081250,APH,1981,02,5.599999904632568
1,418750,4081250,APH,1981,03,10
1,418750,4081250,APH,1981,04,7.599999904632568
1,418750,4081250,APH,1981,05,12.100000381469727
1,418750,4081250,APH,1981,06,17.799999237060547
1,418750,4081250,APH,1981,07,19.5
1,418750,4081250,APH,1981,08,18.700000762939453
1,418750,4081250,APH,1981,09,17.100000381469727
1,418750,4081250,APH,1981,10,14.699999809265137
1,418750,4081250,APH,1981,11,11
1,418750,4081250,APH,1981,12,6.099999904632568
1,418750,4081250,APH,1982,01,6.099999904632568
1,418750,4081250,APH,1982,02,5.5
1,418750,4081250,APH,1982,03,7.599999904632568
1,418750,4081250,APH,1982,04,8.100000381469727
1,418750,4081250,APH,1982,05,11.899999618530273
1,418750,4081250,APH,1982,06,17.899999618530273
1,418750,4081250,APH,1982,07,21
1,418750,4081250,APH,1982,08,19.5
1,418750,4081250,APH,1982,09,16.200000762939453
1,418750,4081250,APH,1982,10,11.300000190734863
1,418750,4081250,APH,1982,11,7.400000095367432
1,418750,4081250,APH,1982,12,4.599999904632568
1,418750,4081250,APH,1983,01,8.300000190734863
1,418750,4081250,APH,1983,02,4.400000095367432
1,418750,4081250,APH,1983,03,9.300000190734863
1,418750,4081250,APH,1983,04,8.300000190734863
1,418750,4081250,APH,1983,05,10.899999618530273
1,418750,4081250,APH,1983,06,18.399999618530273
1,418750,4081250,APH,1983,07,20.899999618530273
1,418750,4081250,APH,1983,08,18.5
1,418750,4081250,APH,1983,09,19
1,418750,4081250,APH,1983,10,15.399999618530273
1,418750,4081250,APH,1983,11,10.5
1,418750,4081250,APH,1983,12,7.400000095367432
1,418750,4081250,APH,1984,01,5.199999809265137
1,418750,4081250,APH,1984,02,5.199999809265137
1,418750,4081250,APH,1984,03,4.5
1,418750,4081250,APH,1984,04,9.600000381469727
1,418750,4081250,APH,1984,05,7.400000095367432
1,418750,4081250,APH,1984,06,14.399999618530273
1,418750,4081250,APH,1984,07,22.200000762939453
1,418750,4081250,APH,1984,08,18.799999237060547
1,418750,4081250,APH,1984,09,17.399999618530273
1,418750,4081250,APH,1984,10,12
1,418750,4081250,APH,1984,11,8.600000381469727
1,418750,4081250,APH,1984,12,6.400000095367432
1,418750,4081250,APH,1985,01,3.700000047683716
1,418750,4081250,APH,1985,02,7.900000095367432
1,418750,4081250,APH,1985,03,5.699999809265137
1,418750,4081250,APH,1985,04,10.300000190734863
1,418750,4081250,APH,1985,05,10.300000190734863
1,418750,4081250,APH,1985,06,17.200000762939453
1,418750,4081250,APH,1985,07,21.700000762939453
1,418750,4081250,APH,1985,08,22.200000762939453
1,418750,4081250,APH,1985,09,19.299999237060547
1,418750,4081250,APH,1985,10,14.399999618530273
1,418750,4081250,APH,1985,11,9.199999809265137
1,418750,4081250,APH,1985,12,6.800000190734863
1,418750,4081250,APH,1986,01,6.099999904632568
1,418750,4081250,APH,1986,02,5
1,418750,4081250,APH,1986,03,7.199999809265137
1,418750,4081250,APH,1986,04,6.199999809265137
1,418750,4081250,APH,1986,05,14.899999618530273
1,418750,4081250,APH,1986,06,17
1,418750,4081250,APH,1986,07,21.100000381469727
1,418750,4081250,APH,1986,08,21.600000381469727
1,418750,4081250,APH,1986,09,17.600000381469727
1,418750,4081250,APH,1986,10,13.100000381469727
1,418750,4081250,APH,1986,11,9
1,418750,4081250,APH,1986,12,6.5
1,418750,4081250,APH,1987,01,4.800000190734863
1,418750,4081250,APH,1987,02,5.5
1,418750,4081250,APH,1987,03,9
1,418750,4081250,APH,1987,04,11.100000381469727
1,418750,4081250,APH,1987,05,13.100000381469727
1,418750,4081250,APH,1987,06,17.399999618530273
1,418750,4081250,APH,1987,07,19.600000381469727
1,418750,4081250,APH,1987,08,21.200000762939453
1,418750,4081250,APH,1987,09,19
1,418750,4081250,APH,1987,10,11.5
1,418750,4081250,APH,1987,11,7.800000190734863
1,418750,4081250,APH,1987,12,7.099999904632568
1,418750,4081250,APH,1988,01,5.599999904632568
1,418750,4081250,APH,1988,02,5.099999904632568
1,418750,4081250,APH,1988,03,9
1,418750,4081250,APH,1988,04,9.100000381469727
1,418750,4081250,APH,1988,05,11.600000381469727
1,418750,4081250,APH,1988,06,13.899999618530273
1,418750,4081250,APH,1988,07,20.700000762939453
1,418750,4081250,APH,1988,08,22.5
1,418750,4081250,APH,1988,09,18.100000381469727
1,418750,4081250,APH,1988,10,13
1,418750,4081250,APH,1988,11,8.600000381469727
1,418750,4081250,APH,1988,12,6.800000190734863
1,418750,4081250,APH,1989,01,5
1,418750,4081250,APH,1989,02,5.699999809265137
1,418750,4081250,APH,1989,03,9.199999809265137
1,418750,4081250,APH,1989,04,7
1,418750,4081250,APH,1989,05,12.5
1,418750,4081250,APH,1989,06,17.299999237060547
1,418750,4081250,APH,1989,07,22.700000762939453
1,418750,4081250,APH,1989,08,22.600000381469727
1,418750,4081250,APH,1989,09,16.299999237060547
1,418750,4081250,APH,1989,10,13.300000190734863
1,418750,4081250,APH,1989,11,8.5
1,418750,4081250,APH,1989,12,7.199999809265137
1,418750,4081250,APH,1990,01,4.699999809265137
1,418750,4081250,APH,1990,02,9.5
1,418750,4081250,APH,1990,03,8
1,418750,4081250,APH,1990,04,7.199999809265137
1,418750,4081250,APH,1990,05,12.199999809265137
1,418750,4081250,APH,1990,06,18
1,418750,4081250,APH,1990,07,21.399999618530273
1,418750,4081250,APH,1990,08,20.799999237060547
1,418750,4081250,APH,1990,09,19.100000381469727
1,418750,4081250,APH,1990,10,11.300000190734863
1,418750,4081250,APH,1990,11,8.300000190734863
1,418750,4081250,APH,1990,12,4.599999904632568
1,418750,4081250,APH,1991,01,5
1,418750,4081250,APH,1991,02,3.799999952316284
1,418750,4081250,APH,1991,03,6.699999809265137
