ID,x,y,site,year,mes,value
1,418750,4081250,APH,1980,01,0.5
1,418750,4081250,APH,1980,02,2.5
1,418750,4081250,APH,1980,03,2.799999952316284
1,418750,4081250,APH,1980,04,3.700000047683716
1,418750,4081250,APH,1980,05,5.599999904632568
1,418750,4081250,APH,1980,06,9.699999809265137
1,418750,4081250,APH,1980,07,10.899999618530273
1,418750,4081250,APH,1980,08,13.800000190734863
1,418750,4081250,APH,1980,09,11
1,418750,4081250,APH,1980,10,6.400000095367432
1,418750,4081250,APH,1980,11,2.5
1,418750,4081250,APH,1980,12,-0.6000000238418579
1,418750,4081250,APH,1981,01,0.5
1,418750,4081250,APH,1981,02,1.2000000476837158
1,418750,4081250,APH,1981,03,4.400000095367432
1,418750,4081250,APH,1981,04,2.799999952316284
1,418750,4081250,APH,1981,05,6.099999904632568
1,418750,4081250,APH,1981,06,10.5
1,418750,4081250,APH,1981,07,12.699999809265137
1,418750,4081250,APH,1981,08,11.699999809265137
1,418750,4081250,APH,1981,09,9.800000190734863
1,418750,4081250,APH,1981,10,8.699999809265137
1,418750,4081250,APH,1981,11,5.800000190734863
1,418750,4081250,APH,1981,12,1.7999999523162842
1,418750,4081250,APH,1982,01,1.2999999523162842
1,418750,4081250,APH,1982,02,1.2999999523162842
1,418750,4081250,APH,1982,03,3.200000047683716
1,418750,4081250,APH,1982,04,4
1,418750,4081250,APH,1982,05,7
1,418750,4081250,APH,1982,06,11.699999809265137
1,418750,4081250,APH,1982,07,14
1,418750,4081250,APH,1982,08,13.300000190734863
1,418750,4081250,APH,1982,09,10.100000381469727
1,418750,4081250,APH,1982,10,5.900000095367432
1,418750,4081250,APH,1982,11,2.9000000953674316
1,418750,4081250,APH,1982,12,0.30000001192092896
1,418750,4081250,APH,1983,01,2.9000000953674316
1,418750,4081250,APH,1983,02,-0.10000000149011612
1,418750,4081250,APH,1983,03,4.400000095367432
1,418750,4081250,APH,1983,04,3.700000047683716
1,418750,4081250,APH,1983,05,5
1,418750,4081250,APH,1983,06,12.100000381469727
1,418750,4081250,APH,1983,07,13.699999809265137
1,418750,4081250,APH,1983,08,12
1,418750,4081250,APH,1983,09,12.899999618530273
1,418750,4081250,APH,1983,10,9.800000190734863
1,418750,4081250,APH,1983,11,6.5
1,418750,4081250,APH,1983,12,2.5999999046325684
1,418750,4081250,APH,1984,01,0.10000000149011612
1,418750,4081250,APH,1984,02,0.30000001192092896
1,418750,4081250,APH,1984,03,0.800000011920929
1,418750,4081250,APH,1984,04,5.599999904632568
1,418750,4081250,APH,1984,05,4.099999904632568
1,418750,4081250,APH,1984,06,9.399999618530273
1,418750,4081250,APH,1984,07,15.800000190734863
1,418750,4081250,APH,1984,08,13.100000381469727
1,418750,4081250,APH,1984,09,11.300000190734863
1,418750,4081250,APH,1984,10,7.300000190734863
1,418750,4081250,APH,1984,11,5.099999904632568
1,418750,4081250,APH,1984,12,2.299999952316284
1,418750,4081250,APH,1985,01,0
1,418750,4081250,APH,1985,02,3.799999952316284
1,418750,4081250,APH,1985,03,1.100000023841858
1,418750,4081250,APH,1985,04,5.300000190734863
1,418750,4081250,APH,1985,05,5.300000190734863
1,418750,4081250,APH,1985,06,11
1,418750,4081250,APH,1985,07,15.5
1,418750,4081250,APH,1985,08,15.399999618530273
1,418750,4081250,APH,1985,09,13.600000381469727
1,418750,4081250,APH,1985,10,9.5
1,418750,4081250,APH,1985,11,4.5
1,418750,4081250,APH,1985,12,2.299999952316284
1,418750,4081250,APH,1986,01,1
1,418750,4081250,APH,1986,02,1.5
1,418750,4081250,APH,1986,03,2.799999952316284
1,418750,4081250,APH,1986,04,2
1,418750,4081250,APH,1986,05,10.100000381469727
1,418750,4081250,APH,1986,06,11.600000381469727
1,418750,4081250,APH,1986,07,15.399999618530273
1,418750,4081250,APH,1986,08,15.199999809265137
1,418750,4081250,APH,1986,09,12.300000190734863
1,418750,4081250,APH,1986,10,8.5
1,418750,4081250,APH,1986,11,3.9000000953674316
1,418750,4081250,APH,1986,12,1.2000000476837158
1,418750,4081250,APH,1987,01,0.800000011920929
1,418750,4081250,APH,1987,02,1.100000023841858
1,418750,4081250,APH,1987,03,3.799999952316284
1,418750,4081250,APH,1987,04,5.5
1,418750,4081250,APH,1987,05,7.099999904632568
1,418750,4081250,APH,1987,06,11.100000381469727
1,418750,4081250,APH,1987,07,13.199999809265137
1,418750,4081250,APH,1987,08,14.600000381469727
1,418750,4081250,APH,1987,09,13.300000190734863
1,418750,4081250,APH,1987,10,7
1,418750,4081250,APH,1987,11,3.5999999046325684
1,418750,4081250,APH,1987,12,3.200000047683716
1,418750,4081250,APH,1988,01,1.2999999523162842
1,418750,4081250,APH,1988,02,0.800000011920929
1,418750,4081250,APH,1988,03,3.5
1,418750,4081250,APH,1988,04,4.199999809265137
1,418750,4081250,APH,1988,05,6.300000190734863
1,418750,4081250,APH,1988,06,8.399999618530273
1,418750,4081250,APH,1988,07,13.399999618530273
1,418750,4081250,APH,1988,08,15.300000190734863
1,418750,4081250,APH,1988,09,11.899999618530273
1,418750,4081250,APH,1988,10,8.199999809265137
1,418750,4081250,APH,1988,11,4.5
1,418750,4081250,APH,1988,12,1.600000023841858
1,418750,4081250,APH,1989,01,0.8999999761581421
1,418750,4081250,APH,1989,02,1.600000023841858
1,418750,4081250,APH,1989,03,4.099999904632568
1,418750,4081250,APH,1989,04,2.799999952316284
1,418750,4081250,APH,1989,05,7.699999809265137
1,418750,4081250,APH,1989,06,11.800000190734863
1,418750,4081250,APH,1989,07,16.799999237060547
1,418750,4081250,APH,1989,08,16.299999237060547
1,418750,4081250,APH,1989,09,11.5
1,418750,4081250,APH,1989,10,8.899999618530273
1,418750,4081250,APH,1989,11,5.099999904632568
1,418750,4081250,APH,1989,12,3.799999952316284
1,418750,4081250,APH,1990,01,0.5
1,418750,4081250,APH,1990,02,4.800000190734863
1,418750,4081250,APH,1990,03,4.300000190734863
1,418750,4081250,APH,1990,04,3.0999999046325684
1,418750,4081250,APH,1990,05,8
1,418750,4081250,APH,1990,06,12.199999809265137
1,418750,4081250,APH,1990,07,15.300000190734863
1,418750,4081250,APH,1990,08,15.300000190734863
1,418750,4081250,APH,1990,09,14.100000381469727
1,418750,4081250,APH,1990,10,7.5
1,418750,4081250,APH,1990,11,4.199999809265137
1,418750,4081250,APH,1990,12,1
1,418750,4081250,APH,1991,01,0.8999999761581421
1,418750,4081250,APH,1991,02,0
1,418750,4081250,APH,1991,03,3
1,418750,4081250,APH,1991,04,3.5999999046325684
1,418750,4081250,APH,1991,05,6.599999904632568
1,418750,4081250,APH,1991,06,12.300000190734863
1,418750,4081250,APH,1991,07,15.399999618530273
1,418750,4081250,APH,1991,08,16.399999618530273
1,418750,4081250,APH,1991,09,13.199999809265137
1,418750,4081250,APH,1991,10,6.199999809265137
1,418750,4081250,APH,1991,11,3.799999952316284
1,418750,4081250,APH,1991,12,2.799999952316284
1,418750,4081250,APH,1992,01,0
1,418750,4081250,APH,1992,02,2.200000047683716
1,418750,4081250,APH,1992,03,3.299999952316284
1,418750,4081250,APH,1992,04,5.699999809265137
1,418750,4081250,APH,1992,05,8.300000190734863
1,418750,4081250,APH,1992,06,8
1,418750,4081250,APH,1992,07,14.5
1,418750,4081250,APH,1992,08,15.300000190734863
1,418750,4081250,APH,1992,09,12.399999618530273
1,418750,4081250,APH,1992,10,6.099999904632568
1,418750,4081250,APH,1992,11,5.599999904632568
1,418750,4081250,APH,1992,12,2.799999952316284
1,418750,4081250,APH,1993,01,1.600000023841858
1,418750,4081250,APH,1993,02,1.7999999523162842
1,418750,4081250,APH,1993,03,3.200000047683716
1,418750,4081250,APH,1993,04,4.199999809265137
1,418750,4081250,APH,1993,05,6.400000095367432
1,418750,4081250,APH,1993,06,10.300000190734863
1,418750,4081250,APH,1993,07,14.399999618530273
1,418750,4081250,APH,1993,08,14.399999618530273
1,418750,4081250,APH,1993,09,9.899999618530273
1,418750,4081250,APH,1993,10,4.900000095367432
1,418750,4081250,APH,1993,11,3.0999999046325684
1,418750,4081250,APH,1993,12,2.200000047683716
1,418750,4081250,APH,1994,01,0.699999988079071
1,418750,4081250,APH,1994,02,1.2999999523162842
1,418750,4081250,APH,1994,03,5.099999904632568
1,418750,4081250,APH,1994,04,4
1,418750,4081250,APH,1994,05,8.300000190734863
1,418750,4081250,APH,1994,06,12.600000381469727
1,418750,4081250,APH,1994,07,18.5
1,418750,4081250,APH,1994,08,17.299999237060547
1,418750,4081250,APH,1994,09,10.800000190734863
1,418750,4081250,APH,1994,10,8.600000381469727
1,418750,4081250,APH,1994,11,5.800000190734863
1,418750,4081250,APH,1994,12,2.5
1,418750,4081250,APH,1995,01,0.800000011920929
1,418750,4081250,APH,1995,02,3.700000047683716
1,418750,4081250,APH,1995,03,3.700000047683716
1,418750,4081250,APH,1995,04,4.900000095367432
1,418750,4081250,APH,1995,05,9.5
1,418750,4081250,APH,1995,06,10.699999809265137
1,418750,4081250,APH,1995,07,15.699999809265137
1,418750,4081250,APH,1995,08,14.699999809265137
1,418750,4081250,APH,1995,09,10
1,418750,4081250,APH,1995,10,10
1,418750,4081250,APH,1995,11,5.900000095367432
1,418750,4081250,APH,1995,12,3.200000047683716
1,418750,4081250,APH,1996,01,2.5999999046325684
1,418750,4081250,APH,1996,02,0.20000000298023224
1,418750,4081250,APH,1996,03,2.700000047683716
1,418750,4081250,APH,1996,04,5.599999904632568
1,418750,4081250,APH,1996,05,7.099999904632568
1,418750,4081250,APH,1996,06,11.800000190734863
1,418750,4081250,APH,1996,07,14.600000381469727
1,418750,4081250,APH,1996,08,13.800000190734863
1,418750,4081250,APH,1996,09,9.800000190734863
1,418750,4081250,APH,1996,10,7.900000095367432
1,418750,4081250,APH,1996,11,4.599999904632568
1,418750,4081250,APH,1996,12,2.4000000953674316
1,418750,4081250,APH,1997,01,1.600000023841858
1,418750,4081250,APH,1997,02,4.099999904632568
1,418750,4081250,APH,1997,03,5.300000190734863
1,418750,4081250,APH,1997,04,6.400000095367432
1,418750,4081250,APH,1997,05,7.400000095367432
1,418750,4081250,APH,1997,06,10.699999809265137
1,418750,4081250,APH,1997,07,12.800000190734863
1,418750,4081250,APH,1997,08,14.199999809265137
1,418750,4081250,APH,1997,09,12.199999809265137
1,418750,4081250,APH,1997,10,9.699999809265137
1,418750,4081250,APH,1997,11,4.599999904632568
1,418750,4081250,APH,1997,12,2.5
1,418750,4081250,APH,1998,01,1.7000000476837158
1,418750,4081250,APH,1998,02,3.700000047683716
1,418750,4081250,APH,1998,03,5
1,418750,4081250,APH,1998,04,3.5
1,418750,4081250,APH,1998,05,6.5
1,418750,4081250,APH,1998,06,12.5
1,418750,4081250,APH,1998,07,15.899999618530273
1,418750,4081250,APH,1998,08,15.699999809265137
1,418750,4081250,APH,1998,09,12.199999809265137
1,418750,4081250,APH,1998,10,7.599999904632568
1,418750,4081250,APH,1998,11,4.400000095367432
1,418750,4081250,APH,1998,12,1.899999976158142
1,418750,4081250,APH,1999,01,1.2999999523162842
1,418750,4081250,APH,1999,02,1.2000000476837158
1,418750,4081250,APH,1999,03,3.700000047683716
1,418750,4081250,APH,1999,04,6
1,418750,4081250,APH,1999,05,9.800000190734863
1,418750,4081250,APH,1999,06,12.199999809265137
1,418750,4081250,APH,1999,07,15.699999809265137
1,418750,4081250,APH,1999,08,16.200000762939453
1,418750,4081250,APH,1999,09,11.199999809265137
1,418750,4081250,APH,1999,10,8.899999618530273
1,418750,4081250,APH,1999,11,2.9000000953674316
1,418750,4081250,APH,1999,12,1.899999976158142
1,418750,4081250,APH,2000,01,0.20000000298023224
1,418750,4081250,APH,2000,02,4.599999904632568
1,418750,4081250,APH,2000,03,4.199999809265137
1,418750,4081250,APH,2000,04,3.200000047683716
1,418750,4081250,APH,2000,05,8.600000381469727
1,418750,4081250,APH,2000,06,13.399999618530273
1,418750,4081250,APH,2000,07,15.600000381469727
1,418750,4081250,APH,2000,08,15.300000190734863
1,418750,4081250,APH,2000,09,12.699999809265137
1,418750,4081250,APH,2000,10,7.800000190734863
1,418750,4081250,APH,2000,11,3.200000047683716
1,418750,4081250,APH,2000,12,2.9000000953674316
1,418750,4081250,APH,2001,01,1.7000000476837158
1,418750,4081250,APH,2001,02,2.200000047683716
1,418750,4081250,APH,2001,03,5.400000095367432
1,418750,4081250,APH,2001,04,5.300000190734863
1,418750,4081250,APH,2001,05,7.5
1,418750,4081250,APH,2001,06,14.699999809265137
1,418750,4081250,APH,2001,07,15
1,418750,4081250,APH,2001,08,16
1,418750,4081250,APH,2001,09,11.899999618530273
1,418750,4081250,APH,2001,10,9.600000381469727
1,418750,4081250,APH,2001,11,3.200000047683716
1,418750,4081250,APH,2001,12,2.299999952316284
1,418750,4081250,APH,2002,01,2.0999999046325684
1,418750,4081250,APH,2002,02,3.299999952316284
1,418750,4081250,APH,2002,03,4.099999904632568
1,418750,4081250,APH,2002,04,5
1,418750,4081250,APH,2002,05,7.400000095367432
1,418750,4081250,APH,2002,06,13.699999809265137
1,418750,4081250,APH,2002,07,15.800000190734863
1,418750,4081250,APH,2002,08,14.399999618530273
1,418750,4081250,APH,2002,09,11.699999809265137
1,418750,4081250,APH,2002,10,8.699999809265137
1,418750,4081250,APH,2002,11,5.199999809265137
1,418750,4081250,APH,2002,12,3.299999952316284
1,418750,4081250,APH,2003,01,0
1,418750,4081250,APH,2003,02,0.6000000238418579
1,418750,4081250,APH,2003,03,4.5
1,418750,4081250,APH,2003,04,4.300000190734863
1,418750,4081250,APH,2003,05,9.100000381469727
1,418750,4081250,APH,2003,06,14.300000190734863
1,418750,4081250,APH,2003,07,16.399999618530273
1,418750,4081250,APH,2003,08,16.100000381469727
1,418750,4081250,APH,2003,09,12.5
1,418750,4081250,APH,2003,10,7.599999904632568
1,418750,4081250,APH,2003,11,4.099999904632568
1,418750,4081250,APH,2003,12,2
1,418750,4081250,APH,2004,01,2.5999999046325684
1,418750,4081250,APH,2004,02,2.5999999046325684
1,418750,4081250,APH,2004,03,2.799999952316284
1,418750,4081250,APH,2004,04,4.099999904632568
1,418750,4081250,APH,2004,05,6.199999809265137
1,418750,4081250,APH,2004,06,13.899999618530273
1,418750,4081250,APH,2004,07,16.5
1,418750,4081250,APH,2004,08,16.200000762939453
1,418750,4081250,APH,2004,09,14
1,418750,4081250,APH,2004,10,9.300000190734863
1,418750,4081250,APH,2004,11,4.199999809265137
1,418750,4081250,APH,2004,12,1.7000000476837158
1,418750,4081250,APH,2005,01,0
1,418750,4081250,APH,2005,02,-1
1,418750,4081250,APH,2005,03,3.5
1,418750,4081250,APH,2005,04,5.900000095367432
1,418750,4081250,APH,2005,05,10.100000381469727
1,418750,4081250,APH,2005,06,13.899999618530273
1,418750,4081250,APH,2005,07,16
1,418750,4081250,APH,2005,08,16.399999618530273
1,418750,4081250,APH,2005,09,12
1,418750,4081250,APH,2005,10,9.300000190734863
1,418750,4081250,APH,2005,11,2.9000000953674316
1,418750,4081250,APH,2005,12,1.7000000476837158
1,418750,4081250,APH,2006,01,-0.30000001192092896
1,418750,4081250,APH,2006,02,0.5
1,418750,4081250,APH,2006,03,4.099999904632568
1,418750,4081250,APH,2006,04,6.900000095367432
1,418750,4081250,APH,2006,05,10.600000381469727
1,418750,4081250,APH,2006,06,12.600000381469727
1,418750,4081250,APH,2006,07,16.799999237060547
1,418750,4081250,APH,2006,08,15.300000190734863
1,418750,4081250,APH,2006,09,12.699999809265137
1,418750,4081250,APH,2006,10,10.300000190734863
1,418750,4081250,APH,2006,11,6.199999809265137
1,418750,4081250,APH,2006,12,0.800000011920929
1,418750,4081250,APH,2007,01,1.600000023841858
1,418750,4081250,APH,2007,02,3.0999999046325684
1,418750,4081250,APH,2007,03,2.4000000953674316
1,418750,4081250,APH,2007,04,4
1,418750,4081250,APH,2007,05,7.900000095367432
1,418750,4081250,APH,2007,06,11.600000381469727
1,418750,4081250,APH,2007,07,15.699999809265137
1,418750,4081250,APH,2007,08,15.399999618530273
1,418750,4081250,APH,2007,09,12
1,418750,4081250,APH,2007,10,8.199999809265137
1,418750,4081250,APH,2007,11,4.599999904632568
1,418750,4081250,APH,2007,12,2
1,418750,4081250,APH,2008,01,2.700000047683716
1,418750,4081250,APH,2008,02,3.4000000953674316
1,418750,4081250,APH,2008,03,3.799999952316284
1,418750,4081250,APH,2008,04,5.400000095367432
1,418750,4081250,APH,2008,05,7.199999809265137
1,418750,4081250,APH,2008,06,12.300000190734863
1,418750,4081250,APH,2008,07,15.800000190734863
1,418750,4081250,APH,2008,08,16.5
1,418750,4081250,APH,2008,09,12.399999618530273
1,418750,4081250,APH,2008,10,8
1,418750,4081250,APH,2008,11,2
1,418750,4081250,APH,2008,12,1
1,418750,4081250,APH,2009,01,-0.10000000149011612
1,418750,4081250,APH,2009,02,1.5
