system:index,EVI,NDMI,NDVI,NDWI,SAVI,SLA,VIG,name,.geo
20200806T105619_20200806T111033_T30SVG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20200806T105619_20200806T111033_T30SVG_00000000000000000007,,,,,,,,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20200806T105619_20200806T111033_T30SVG_00000000000000000008,,,,,,,,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20200806T105619_20200806T111033_T30SVG_00000000000000000009,0.3155860119106909,0.2468007458157834,0.6749897649825285,0.46195070886842865,0.33232566714286804,1.3448940269749519,-0.2967741935483871,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20200806T105619_20200806T111033_T30SVG_0000000000000000000a,0.2672729377208864,0.1950557789013038,0.5742653041079625,0.38844133595210995,0.2885075807571411,1.109896118097321,-0.30690362269309635,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20200806T105619_20200806T111033_T30SVG_0000000000000000000b,0.43455219134168116,0.37854362835232164,0.8618618569066334,0.6151090799088001,0.44937369227409363,2.1484444444444444,-0.3870129870129871,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20200806T105619_20200806T111033_T30SVG_0000000000000000000c,0.47741516776696186,0.30509240695317497,0.835234478565736,0.5494917244955266,0.4847964942455292,1.7492811960897068,-0.38854489164086686,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20200806T105619_20200806T111033_T30SWG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20200806T105619_20200806T111033_T30SWG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20200806T105619_20200806T111033_T30SWG_00000000000000000002,0.23602265021861396,0.02182181911380995,0.3538461587108464,0.1969981212232334,0.2281641960144043,0.8201863354037269,-0.26351068286552154,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20200806T105619_20200806T111033_T30SWG_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20200806T105619_20200806T111033_T30SWG_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20200806T105619_20200806T111033_T30SWG_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20200806T105619_20200806T111033_T30SWG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20200806T105619_20200806T111033_T30SWG_00000000000000000007,0.26804551553478057,0.20527047563369336,0.5944954291800033,0.37337022551807564,0.27075210213661194,1.1754593953764079,-0.2503496503496503,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20200806T105619_20200806T111033_T30SWG_00000000000000000008,0.22435522640539246,0.013756600444525768,0.4325233359149015,0.15945535767445923,0.22612376511096954,0.8291239147592738,-0.26519337016574585,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20200806T105619_20200806T111033_T30SWG_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20200806T105619_20200806T111033_T30SWG_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20200806T105619_20200806T111033_T30SWG_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20200806T105619_20200806T111033_T30SWG_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20200811T105631_20200811T105940_T30SVG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20200811T105631_20200811T105940_T30SVG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20200811T105631_20200811T105940_T30SVG_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20200811T105631_20200811T105940_T30SVG_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20200811T105631_20200811T105940_T30SVG_00000000000000000004,0.2394683021542722,0.32091290572010706,0.7033032965305981,0.5834729230950938,0.2635408937931061,1.664406779661017,-0.3281452658884566,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20200811T105631_20200811T105940_T30SVG_00000000000000000005,0.414599154811735,0.32757379932886255,0.6304155487136209,0.5543692088928199,0.3822828531265259,1.5377846790890268,-0.22275899087493287,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20200811T105631_20200811T105940_T30SVG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20200811T105631_20200811T105940_T30SVG_00000000000000000007,,,,,,,,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20200811T105631_20200811T105940_T30SVG_00000000000000000008,,,,,,,,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20200811T105631_20200811T105940_T30SVG_00000000000000000009,0.34667619001752886,0.26738114751522984,0.6092114340363265,0.48391248296233064,0.33295193314552307,1.3261351052048727,-0.24643078833022972,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20200811T105631_20200811T105940_T30SVG_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20200811T105631_20200811T105940_T30SVG_0000000000000000000b,0.25355140447756436,0.41035855950609995,0.7384898761403842,0.6571094164564762,0.27221301198005676,1.9031791907514453,-0.17352941176470585,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20200811T105631_20200811T105940_T30SVG_0000000000000000000c,0.3621236134669364,0.3457711391374647,0.7312000055789948,0.5894234262298043,0.36559998989105225,1.685418208734271,-0.2641660015961692,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20200813T104629_20200813T110039_T30SWG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20200813T104629_20200813T110039_T30SWG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20200813T104629_20200813T110039_T30SWG_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20200813T104629_20200813T110039_T30SWG_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20200813T104629_20200813T110039_T30SWG_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20200813T104629_20200813T110039_T30SWG_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20200813T104629_20200813T110039_T30SWG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20200813T104629_20200813T110039_T30SWG_00000000000000000007,0.30432319411564335,0.19776665948788283,0.5853753242386404,0.38686626602684343,0.29817724227905273,1.1728778467908902,-0.24742891712038717,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20200813T104629_20200813T110039_T30SWG_00000000000000000008,0.26169385661897493,0.008410597460392343,0.44054218559639785,0.18439715070855422,0.26012611389160156,0.8341592335645855,-0.290528233151184,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20200813T104629_20200813T110039_T30SWG_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20200813T104629_20200813T110039_T30SWG_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20200813T104629_20200813T110039_T30SWG_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20200813T104629_20200813T110039_T30SWG_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20200816T105629_20200816T110528_T30SVF_00000000000000000000,0.4828067212794853,0.5477442498667798,0.8449356668408045,0.7820267647671397,0.4783339500427246,2.6890672016048143,-0.32056451612903225,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20200816T105629_20200816T110528_T30SVF_00000000000000000001,0.41345864800324483,0.20953926491876768,0.7223870789692853,0.4857793104138494,0.40912488102912903,1.6501154734411085,-0.332260659694288,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20200816T105629_20200816T110528_T30SVF_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20200816T105629_20200816T110528_T30SVF_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20200816T105629_20200816T110528_T30SVF_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20200816T105629_20200816T110528_T30SVF_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20200816T105629_20200816T110528_T30SVF_00000000000000000006,0.4907880921642032,0.5403998799964754,0.8307291588980659,0.7460415954452518,0.47423189878463745,2.343804537521815,-0.2576791808873721,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20200816T105629_20200816T110528_T30SVF_00000000000000000007,,,,,,,,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20200816T105629_20200816T110528_T30SVF_00000000000000000008,,,,,,,,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20200816T105629_20200816T110528_T30SVF_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20200816T105629_20200816T110528_T30SVF_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20200816T105629_20200816T110528_T30SVF_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20200816T105629_20200816T110528_T30SVF_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20200816T105629_20200816T110528_T30SVG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20200816T105629_20200816T110528_T30SVG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20200816T105629_20200816T110528_T30SVG_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20200816T105629_20200816T110528_T30SVG_00000000000000000003,0.2209244221429592,0.08360835302447106,0.4576396719969329,0.277147480582045,0.24088017642498016,0.922680412371134,-0.2753441802252816,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20200816T105629_20200816T110528_T30SVG_00000000000000000004,0.4217774130987006,0.3095365006767618,0.8384442764426159,0.4992375776373657,0.43823298811912537,1.5238993710691824,-0.4633682207421503,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20200816T105629_20200816T110528_T30SVG_00000000000000000005,0.39450623411948516,0.3283140519396842,0.7218542919091043,0.5554156086179847,0.39477697014808655,1.6322418136020151,-0.29515418502202645,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20200816T105629_20200816T110528_T30SVG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20200816T105629_20200816T110528_T30SVG_00000000000000000007,,,,,,,,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20200816T105629_20200816T110528_T30SVG_00000000000000000008,,,,,,,,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20200816T105629_20200816T110528_T30SVG_00000000000000000009,0.3242903683199765,0.2658227807569893,0.6748366027245234,0.4865844781796284,0.3327067792415619,1.3916500994035783,-0.30668841761827076,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20200816T105629_20200816T110528_T30SVG_0000000000000000000a,0.28092724215720133,0.22744601483633844,0.5986760469791611,0.417981666500148,0.29263854026794434,1.1420990566037736,-0.29741379310344834,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20200816T105629_20200816T110528_T30SVG_0000000000000000000b,0.46325690774302464,0.4530878854824459,0.9343873526894779,0.6697372906777107,0.4709163308143616,2.4889589905362777,-0.41301059001512863,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20200816T105629_20200816T110528_T30SVG_0000000000000000000c,0.5187096664941415,0.35320283778294764,0.8605504538033093,0.6014740654213518,0.5103990435600281,1.9089207735495946,-0.4147157190635451,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20200816T105629_20200816T110528_T30SWG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20200816T105629_20200816T110528_T30SWG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20200816T105629_20200816T110528_T30SWG_00000000000000000002,0.2495411932400428,0.05655740184725887,0.4298391901933998,0.20270587876563462,0.27016037702560425,0.8659090909090909,-0.26651270207852196,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20200816T105629_20200816T110528_T30SWG_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20200816T105629_20200816T110528_T30SWG_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20200816T105629_20200816T110528_T30SWG_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20200816T105629_20200816T110528_T30SWG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20200816T105629_20200816T110528_T30SWG_00000000000000000007,0.2538060867444027,0.21971100345523578,0.6256790054413154,0.3843566016311912,0.27053380012512207,1.128221649484536,-0.3279352226720648,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20200816T105629_20200816T110528_T30SWG_00000000000000000008,0.2145047975046813,0.013976438341637054,0.4492753792368866,0.15769712768525201,0.22779029607772827,0.865265760197775,-0.2770230360307147,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20200816T105629_20200816T110528_T30SWG_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20200816T105629_20200816T110528_T30SWG_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20200816T105629_20200816T110528_T30SWG_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20200816T105629_20200816T110528_T30SWG_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20200818T105031_20200818T110052_T30SWG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20200818T105031_20200818T110052_T30SWG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20200818T105031_20200818T110052_T30SWG_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20200818T105031_20200818T110052_T30SWG_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20200818T105031_20200818T110052_T30SWG_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20200818T105031_20200818T110052_T30SWG_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20200818T105031_20200818T110052_T30SWG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20200818T105031_20200818T110052_T30SWG_00000000000000000007,0.301331321248289,0.19788607439864417,0.5943727996912391,0.40883977121858667,0.3018256425857544,1.1719316416364578,-0.2920673076923077,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20200818T105031_20200818T110052_T30SWG_00000000000000000008,0.25291060436966345,-0.004592186053848694,0.4496815066573786,0.1765313893057301,0.2601965367794037,0.8417052214144085,-0.3045061447428312,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20200818T105031_20200818T110052_T30SWG_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20200818T105031_20200818T110052_T30SWG_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20200818T105031_20200818T110052_T30SWG_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20200818T105031_20200818T110052_T30SWG_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20200821T105631_20200821T105936_T30SVF_00000000000000000000,0.4545454698889457,0.4782608813593537,0.8014682506613297,0.6989765279893412,0.4631132483482361,2.0426356589147288,-0.34468085106382984,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20200821T105631_20200821T105936_T30SVF_00000000000000000001,0.44723296441461435,0.3721050129285078,0.7958908770047534,0.6099033966942528,0.44478607177734375,2.0,-0.37184115523465705,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20200821T105631_20200821T105936_T30SVF_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20200821T105631_20200821T105936_T30SVF_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20200821T105631_20200821T105936_T30SVF_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20200821T105631_20200821T105936_T30SVF_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20200821T105631_20200821T105936_T30SVF_00000000000000000006,0.44587059620584285,0.48873435313280095,0.8026271439757696,0.6990476189565046,0.44855064153671265,2.1369529983792543,-0.2751677852348993,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20200821T105631_20200821T105936_T30SVF_00000000000000000007,,,,,,,,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20200821T105631_20200821T105936_T30SVF_00000000000000000008,,,,,,,,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20200821T105631_20200821T105936_T30SVF_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20200821T105631_20200821T105936_T30SVF_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20200821T105631_20200821T105936_T30SVF_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20200821T105631_20200821T105936_T30SVF_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20200821T105631_20200821T105936_T30SVG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20200821T105631_20200821T105936_T30SVG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20200821T105631_20200821T105936_T30SVG_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20200821T105631_20200821T105936_T30SVG_00000000000000000003,0.22915687337469026,0.09121910064419372,0.4918415128927898,0.31687243189332004,0.25072619318962097,0.9809197651663406,-0.3141065830721003,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20200821T105631_20200821T105936_T30SVG_00000000000000000004,0.4038044004148384,0.2996615341263912,0.7847693959335732,0.5364727511893393,0.4222777783870697,1.586734693877551,-0.3895993179880648,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20200821T105631_20200821T105936_T30SVG_00000000000000000005,0.3827672679815083,0.3346928220730991,0.6712416118243595,0.5518672081370289,0.38786423206329346,1.5270191748983148,-0.24838292367399742,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20200821T105631_20200821T105936_T30SVG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20200821T105631_20200821T105936_T30SVG_00000000000000000007,,,,,,,,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20200821T105631_20200821T105936_T30SVG_00000000000000000008,,,,,,,,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20200821T105631_20200821T105936_T30SVG_00000000000000000009,0.3129179474909221,0.25218476492082226,0.6571664684538304,0.4520448752560411,0.32158738374710083,1.2967304133251079,-0.28859060402684567,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20200821T105631_20200821T105936_T30SVG_0000000000000000000a,0.2917649760196469,0.23482850411817535,0.6021301008526337,0.44394926980407834,0.3112465739250183,0.9355016538037485,-0.2925257731958763,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20200821T105631_20200821T105936_T30SVG_0000000000000000000b,0.4255708862439418,0.38858985923310646,0.8181818038620393,0.6226414933073934,0.44437354803085327,2.042183622828784,-0.35937500000000006,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20200821T105631_20200821T105936_T30SVG_0000000000000000000c,0.4299722629038303,0.2938031694846542,0.7746666802763937,0.5250644596204043,0.43575000762939453,1.709152161706906,-0.37175792507204614,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20200821T105631_20200821T105936_T30SWG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20200821T105631_20200821T105936_T30SWG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20200821T105631_20200821T105936_T30SWG_00000000000000000002,0.19800055832356392,0.04663210491989528,0.276173258009845,0.20932219647366415,0.19465646147727966,0.73402466367713,-0.16187901318012843,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20200821T105631_20200821T105936_T30SWG_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20200821T105631_20200821T105936_T30SWG_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20200821T105631_20200821T105936_T30SWG_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20200821T105631_20200821T105936_T30SWG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20200821T105631_20200821T105936_T30SWG_00000000000000000007,0.250709180061498,0.20335008477017694,0.5370132697805503,0.41084053505399254,0.256576269865036,1.1016850668216154,-0.26103896103896107,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20200821T105631_20200821T105936_T30SWG_00000000000000000008,0.19737567260909356,0.016776824937044778,0.3670539916013676,0.1936735374605793,0.20325510203838348,0.8179723502304148,-0.24059405940594053,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20200821T105631_20200821T105936_T30SWG_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20200821T105631_20200821T105936_T30SWG_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20200821T105631_20200821T105936_T30SWG_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20200821T105631_20200821T105936_T30SWG_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20200823T104629_20200823T105326_T30SWG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20200823T104629_20200823T105326_T30SWG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20200823T104629_20200823T105326_T30SWG_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20200823T104629_20200823T105326_T30SWG_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20200823T104629_20200823T105326_T30SWG_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20200823T104629_20200823T105326_T30SWG_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20200823T104629_20200823T105326_T30SWG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20200823T104629_20200823T105326_T30SWG_00000000000000000007,0.279870834131263,0.18407961311990875,0.5840266249777145,0.37423313874116854,0.2844408452510834,1.279742765273312,-0.2726114649681529,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
