INDICATIVO;VARIABLE;FECHA;HORA;PERIODO;VALOR;VALIDACION
5108A;TD2;04/03/2008;7:00;1440;-4,5;E
5108A;TD2;05/03/2008;7:00;1440;-7,1;E
5108A;TD2;06/03/2008;7:00;1440;-7;E
5108A;TD2;07/03/2008;7:00;1440;-2;E
5108A;TD2;08/03/2008;7:00;1440;0;E
5108A;TD2;09/03/2008;7:00;1440;0,9;E
5108A;TD2;10/03/2008;7:00;1440;1,8;E
5108A;TD2;11/03/2008;7:00;1440;4;E
5108A;TD2;12/03/2008;7:00;1440;7,5;E
5108A;TD2;13/03/2008;7:00;1440;8,2;E
5108A;TD2;14/03/2008;7:00;1440;3,4;E
5108A;TD2;15/03/2008;7:00;1440;4,2;E
5108A;TD2;16/03/2008;7:00;1440;4;E
5108A;TD2;17/03/2008;7:00;1440;2,5;E
5108A;TD2;18/03/2008;7:00;1440;0,5;E
5108A;TD2;19/03/2008;7:00;1440;0,6;E
5108A;TD2;20/03/2008;7:00;1440;1,2;E
5108A;TD2;21/03/2008;7:00;1440;3;E
5108A;TD2;22/03/2008;7:00;1440;-3,5;E
5108A;TD2;23/03/2008;7:00;1440;-3,2;E
5108A;TD2;24/03/2008;7:00;1440;-1;E
5108A;TD2;25/03/2008;7:00;1440;1;E
5108A;TD2;26/03/2008;7:00;1440;1,2;E
5108A;TD2;27/03/2008;7:00;1440;2;E
5108A;TD2;28/03/2008;7:00;1440;3,3;E
5108A;TD2;29/03/2008;7:00;1440;5,5;E
5108A;TD2;31/03/2008;7:00;1440;-0,8;E
5108A;TD2;01/04/2008;7:00;1440;0;E
5108A;TD2;02/04/2008;7:00;1440;2,5;E
5108A;TD2;03/04/2008;7:00;1440;6;E
5108A;TD2;04/04/2008;7:00;1440;5,5;E
5108A;TD2;05/04/2008;7:00;1440;5;E
5108A;TD2;06/04/2008;7:00;1440;5;E
5108A;TD2;07/04/2008;7:00;1440;6,5;E
5108A;TD2;08/04/2008;7:00;1440;1,4;E
5108A;TD2;09/04/2008;7:00;1440;6,7;E
5108A;TD2;10/04/2008;7:00;1440;10,2;E
5108A;TD2;11/04/2008;7:00;1440;2;E
5108A;TD2;12/04/2008;7:00;1440;0,2;E
5108A;TD2;13/04/2008;7:00;1440;1,2;E
5108A;TD2;14/04/2008;7:00;1440;1,8;E
5108A;TD2;15/04/2008;7:00;1440;2,5;E
5108A;TD2;16/04/2008;7:00;1440;2,6;E
5108A;TD2;17/04/2008;7:00;1440;7;E
5108A;TD2;18/04/2008;7:00;1440;7,5;E
5108A;TD2;19/04/2008;7:00;1440;0,5;E
5108A;TD2;20/04/2008;7:00;1440;2,2;E
5108A;TD2;21/04/2008;7:00;1440;2,8;E
5108A;TD2;22/04/2008;7:00;1440;2,6;E
5108A;TD2;23/04/2008;7:00;1440;2,5;E
5108A;TD2;24/04/2008;7:00;1440;5,5;E
5108A;TD2;25/04/2008;7:00;1440;9,6;E
5108A;TD2;26/04/2008;7:00;1440;10;E
5108A;TD2;27/04/2008;7:00;1440;10,9;E
5108A;TD2;28/04/2008;7:00;1440;11;E
5108A;TD2;29/04/2008;7:00;1440;4,2;E
5108A;TD2;30/04/2008;7:00;1440;3,2;E
5108A;TD2;01/05/2008;7:00;1440;3,6;E
5108A;TD2;02/05/2008;7:00;1440;3,7;E
5108A;TD2;03/05/2008;7:00;1440;8,5;E
5108A;TD2;04/05/2008;7:00;1440;9;E
5108A;TD2;05/05/2008;7:00;1440;10,8;E
5108A;TD2;06/05/2008;7:00;1440;10,1;E
5108A;TD2;07/05/2008;7:00;1440;10,5;E
5108A;TD2;08/05/2008;7:00;1440;9,7;E
5108A;TD2;09/05/2008;7:00;1440;7,5;E
5108A;TD2;10/05/2008;7:00;1440;3,1;E
5108A;TD2;11/05/2008;7:00;1440;5;E
5108A;TD2;12/05/2008;7:00;1440;3,3;E
5108A;TD2;13/05/2008;7:00;1440;4;E
5108A;TD2;14/05/2008;7:00;1440;6;E
5108A;TD2;15/05/2008;7:00;1440;5,5;E
5108A;TD2;16/05/2008;7:00;1440;6,4;E
5108A;TD2;17/05/2008;7:00;1440;8;E
5108A;TD2;18/05/2008;7:00;1440;7,5;E
5108A;TD2;19/05/2008;7:00;1440;8,2;E
5108A;TD2;20/05/2008;7:00;1440;6,9;E
5108A;TD2;21/05/2008;7:00;1440;7,2;E
5108A;TD2;22/05/2008;7:00;1440;12;E
5108A;TD2;23/05/2008;7:00;1440;6;E
5108A;TD2;24/05/2008;7:00;1440;8;E
5108A;TD2;25/05/2008;7:00;1440;6,5;E
5108A;TD2;26/05/2008;7:00;1440;6,6;E
5108A;TD2;27/05/2008;7:00;1440;6,8;E
5108A;TD2;28/05/2008;7:00;1440;4;E
5108A;TD2;29/05/2008;7:00;1440;4,4;E
5108A;TD2;30/05/2008;7:00;1440;5;E
5108A;TD2;31/05/2008;7:00;1440;8,4;E
5108A;TD2;01/06/2008;7:00;1440;5,4;E
5108A;TD2;02/06/2008;7:00;1440;6,4;E
5108A;TD2;03/06/2008;7:00;1440;7,5;E
5108A;TD2;04/06/2008;7:00;1440;8,2;E
5108A;TD2;05/06/2008;7:00;1440;10,6;E
5108A;TD2;06/06/2008;7:00;1440;10;E
5108A;TD2;07/06/2008;7:00;1440;9,9;E
5108A;TD2;08/06/2008;7:00;1440;11;E
5108A;TD2;09/06/2008;7:00;1440;7;E
5108A;TD2;10/06/2008;7:00;1440;7,4;E
5108A;TD2;11/06/2008;7:00;1440;7,5;E
5108A;TD2;12/06/2008;7:00;1440;10,4;E
5108A;TD2;13/06/2008;7:00;1440;11;E
5108A;TD2;14/06/2008;7:00;1440;11,9;E
5108A;TD2;15/06/2008;7:00;1440;14;E
5108A;TD2;16/06/2008;7:00;1440;10,4;E
5108A;TD2;17/06/2008;7:00;1440;11,3;E
5108A;TD2;18/06/2008;7:00;1440;11,2;E
5108A;TD2;19/06/2008;7:00;1440;15,4;E
5108A;TD2;20/06/2008;7:00;1440;15;E
5108A;TD2;21/06/2008;7:00;1440;15;E
5108A;TD2;22/06/2008;7:00;1440;16,4;E
5108A;TD2;23/06/2008;7:00;1440;12,3;E
5108A;TD2;24/06/2008;7:00;1440;12,3;E
5108A;TD2;25/06/2008;7:00;1440;16;E
5108A;TD2;26/06/2008;7:00;1440;16;E
5108A;TD2;27/06/2008;7:00;1440;18,4;E
5108A;TD2;28/06/2008;7:00;1440;18,2;E
5108A;TD2;29/06/2008;7:00;1440;18,3;E
5108A;TD2;30/06/2008;7:00;1440;18;E
5108A;TD2;01/07/2008;7:00;1440;14,4;E
5108A;TD2;02/07/2008;7:00;1440;15,6;E
5108A;TD2;03/07/2008;7:00;1440;14,5;E
5108A;TD2;04/07/2008;7:00;1440;14,2;E
5108A;TD2;05/07/2008;7:00;1440;16,4;E
5108A;TD2;06/07/2008;7:00;1440;15,2;E
5108A;TD2;07/07/2008;7:00;1440;12,1;E
5108A;TD2;08/07/2008;7:00;1440;12,9;E
5108A;TD2;09/07/2008;7:00;1440;9;E
5108A;TD2;10/07/2008;7:00;1440;16,5;E
5108A;TD2;11/07/2008;7:00;1440;15,5;E
5108A;TD2;12/07/2008;7:00;1440;14,5;E
5108A;TD2;13/07/2008;7:00;1440;13;E
5108A;TD2;14/07/2008;7:00;1440;14,6;E
5108A;TD2;15/07/2008;7:00;1440;11,3;E
5108A;TD2;16/07/2008;7:00;1440;11,5;E
5108A;TD2;17/07/2008;7:00;1440;13,4;E
5108A;TD2;18/07/2008;7:00;1440;15,5;E
5108A;TD2;19/07/2008;7:00;1440;16,8;E
5108A;TD2;20/07/2008;7:00;1440;18;E
5108A;TD2;21/07/2008;7:00;1440;17,8;E
5108A;TD2;22/07/2008;7:00;1440;18;E
5108A;TD2;23/07/2008;7:00;1440;18,2;E
5108A;TD2;24/07/2008;7:00;1440;20;E
5108A;TD2;25/07/2008;7:00;1440;15;E
5108A;TD2;26/07/2008;7:00;1440;14,8;E
5108A;TD2;27/07/2008;7:00;1440;15,6;E
5108A;TD2;28/07/2008;7:00;1440;17,6;E
5108A;TD2;29/07/2008;7:00;1440;16,5;E
5108A;TD2;30/07/2008;7:00;1440;16,8;E
5108A;TD2;31/07/2008;7:00;1440;16,2;E
5108A;TD2;01/08/2008;7:00;1440;16,1;E
5108A;TD2;02/08/2008;7:00;1440;16,4;E
5108A;TD2;03/08/2008;7:00;1440;16,9;E
5108A;TD2;04/08/2008;7:00;1440;16,5;E
5108A;TD2;05/08/2008;7:00;1440;19,6;E
5108A;TD2;06/08/2008;7:00;1440;20,8;E
5108A;TD2;07/08/2008;7:00;1440;18,7;E
5108A;TD2;08/08/2008;7:00;1440;15,3;E
5108A;TD2;09/08/2008;7:00;1440;15;E
5108A;TD2;10/08/2008;7:00;1440;16;E
5108A;TD2;11/08/2008;7:00;1440;16;E
5108A;TD2;12/08/2008;7:00;1440;15,2;E
5108A;TD2;13/08/2008;7:00;1440;15,6;E
5108A;TD2;14/08/2008;7:00;1440;17,8;E
5108A;TD2;15/08/2008;7:00;1440;14;E
5108A;TD2;16/08/2008;7:00;1440;13,3;E
5108A;TD2;17/08/2008;7:00;1440;14,6;E
5108A;TD2;18/08/2008;7:00;1440;15;E
5108A;TD2;19/08/2008;7:00;1440;15,7;E
5108A;TD2;20/08/2008;7:00;1440;15,6;E
5108A;TD2;21/08/2008;7:00;1440;15,5;E
5108A;TD2;22/08/2008;7:00;1440;20,3;E
5108A;TD2;23/08/2008;7:00;1440;16;E
5108A;TD2;24/08/2008;7:00;1440;13,8;E
5108A;TD2;25/08/2008;7:00;1440;15,4;E
5108A;TD2;26/08/2008;7:00;1440;16,3;E
5108A;TD2;27/08/2008;7:00;1440;14,5;E
5108A;TD2;28/08/2008;7:00;1440;14,9;E
5108A;TD2;29/08/2008;7:00;1440;14;E
5108A;TD2;06/09/2008;7:00;1440;8,8;E
5108A;TD2;07/09/2008;7:00;1440;11,5;R
5108A;TD2;14/09/2008;7:00;1440;9,6;E
5108A;TD2;15/09/2008;7:00;1440;11,4;E
5108A;TD2;16/09/2008;7:00;1440;12,5;E
5108A;TD2;17/09/2008;7:00;1440;12,9;E
5108A;TD2;18/09/2008;7:00;1440;14,8;E
5108A;TD2;19/09/2008;7:00;1440;14;E
5108A;TD2;20/09/2008;7:00;1440;13,4;E
5108A;TD2;21/09/2008;7:00;1440;13,8;E
5108A;TD2;22/09/2008;7:00;1440;12,2;E
5108A;TD2;23/09/2008;7:00;1440;10,8;E
5108A;TD2;24/09/2008;7:00;1440;11,1;E
5108A;TD2;25/09/2008;7:00;1440;11;E
5108A;TD2;26/09/2008;7:00;1440;9,5;E
5108A;TD2;27/09/2008;7:00;1440;9;E
5108A;TD2;28/09/2008;7:00;1440;8,3;E
5108A;TD2;29/09/2008;7:00;1440;7,4;E
5108A;TD2;30/09/2008;7:00;1440;5,6;E
5108A;TD2;31/10/2008;7:00;1440;3;E
5108A;TD2;01/11/2008;7:00;1440;2;E
5108A;TD2;02/11/2008;7:00;1440;-0,5;E
5108A;TD2;03/11/2008;7:00;1440;0,6;E
5108A;TD2;04/11/2008;7:00;1440;0,5;E
5108A;TD2;05/11/2008;7:00;1440;-0,2;E
5108A;TD2;06/11/2008;7:00;1440;0;E
5108A;TD2;07/11/2008;7:00;1440;1,6;E
5108A;TD2;08/11/2008;7:00;1440;2;E
5108A;TD2;09/11/2008;7:00;1440;2,5;E
5108A;TD2;10/11/2008;7:00;1440;2,6;E
5108A;TD2;11/11/2008;7:00;1440;2,5;E
5108A;TD2;12/11/2008;7:00;1440;-0,9;E
5108A;TD2;13/11/2008;7:00;1440;-2,4;E
5108A;TD2;14/11/2008;7:00;1440;-2;E
5108A;TD2;15/11/2008;7:00;1440;0,1;E
5108A;TD2;16/11/2008;7:00;1440;1,8;E
5108A;TD2;17/11/2008;7:00;1440;2,4;E
5108A;TD2;18/11/2008;7:00;1440;1,5;E
5108A;TD2;19/11/2008;7:00;1440;0,8;E
5108A;TD2;20/11/2008;7:00;1440;0,6;E
5108A;TD2;21/11/2008;7:00;1440;1,3;E
5108A;TD2;22/11/2008;7:00;1440;1;E
5108A;TD2;23/11/2008;7:00;1440;1,4;E
5108A;TD2;24/11/2008;7:00;1440;-1,8;E
5108A;TD2;25/11/2008;7:00;1440;-6;E
5108A;TD2;26/11/2008;7:00;1440;-5,1;E
5108A;TD2;27/11/2008;7:00;1440;-2,5;E
5108A;TD2;28/11/2008;7:00;1440;-1,5;E
5108A;TD2;29/11/2008;7:00;1440;-1,5;E
5108A;TD2;30/11/2008;7:00;1440;-3,5;E
5108A;TD2;01/12/2008;7:00;1440;-3,5;E
5108A;TD2;02/12/2008;7:00;1440;-4,5;E
5108A;TD2;03/12/2008;7:00;1440;-1;E
5108A;TD2;04/12/2008;7:00;1440;0,6;E
5108A;TD2;05/12/2008;7:00;1440;2,7;E
5108A;TD2;06/12/2008;7:00;1440;2,9;E
5108A;TD2;07/12/2008;7:00;1440;3;E
5108A;TD2;08/12/2008;7:00;1440;0;E
5108A;TD2;09/12/2008;7:00;1440;-1;E
5108A;TD2;10/12/2008;7:00;1440;-4,3;E
5108A;TD2;11/12/2008;7:00;1440;-4,4;E
5108A;TD2;12/12/2008;7:00;1440;-4,4;E
5108A;TD2;13/12/2008;7:00;1440;-2,3;E
5108A;TD2;14/12/2008;7:00;1440;-4,5;E
5108A;TD2;15/12/2008;7:00;1440;-5,2;E
5108A;TD2;16/12/2008;7:00;1440;-2,5;E
5108A;TD2;17/12/2008;7:00;1440;-2;E
5108A;TD2;18/12/2008;7:00;1440;-1,2;E
5108A;TD2;19/12/2008;7:00;1440;2;E
5108A;TD2;20/12/2008;7:00;1440;2;E
5108A;TD2;21/12/2008;7:00;1440;3,5;E
5108A;TD2;22/12/2008;7:00;1440;1,3;E
5108A;TD2;23/12/2008;7:00;1440;0,7;E
5108A;TD2;24/12/2008;7:00;1440;-1,5;E
5108A;TD2;25/12/2008;7:00;1440;-1,3;E
5108A;TD2;26/12/2008;7:00;1440;-3,4;E
5108A;TD2;27/12/2008;7:00;1440;-2,2;E
5108A;TD2;28/12/2008;7:00;1440;1;E
5108A;TD2;29/12/2008;7:00;1440;1;E
5108A;TD2;30/12/2008;7:00;1440;2;E
5108A;TD2;31/12/2008;7:00;1440;3,7;E
5108A;TD2;01/01/2009;7:00;1440;3,5;E
5108A;TD2;02/01/2009;7:00;1440;4,5;E
5108A;TD2;03/01/2009;7:00;1440;1,4;E
5108A;TD2;04/01/2009;7:00;1440;-0,8;E
5108A;TD2;05/01/2009;7:00;1440;-2;E
5108A;TD2;06/01/2009;7:00;1440;-2,8;E
5108A;TD2;07/01/2009;7:00;1440;-6;E
5108A;TD2;08/01/2009;7:00;1440;-5,5;E
5108A;TD2;09/01/2009;7:00;1440;-8,5;E
5108A;TD2;10/01/2009;7:00;1440;-7,9;E
5108A;TD2;11/01/2009;7:00;1440;-3,9;E
5108A;TD2;12/01/2009;7:00;1440;-3,5;E
5108A;TD2;13/01/2009;7:00;1440;-2,5;E
5108A;TD2;14/01/2009;7:00;1440;-1,9;E
5108A;TD2;15/01/2009;7:00;1440;0;E
5108A;TD2;16/01/2009;7:00;1440;-1;E
5108A;TD2;17/01/2009;7:00;1440;-0,5;E
5108A;TD2;18/01/2009;7:00;1440;1,9;E
5108A;TD2;19/01/2009;7:00;1440;1,4;E
5108A;TD2;20/01/2009;7:00;1440;-6;E
5108A;TD2;21/01/2009;7:00;1440;-5,9;E
5108A;TD2;22/01/2009;7:00;1440;8;E
5108A;TD2;23/01/2009;7:00;1440;5;E
5108A;TD2;24/01/2009;7:00;1440;-1,7;E
5108A;TD2;25/01/2009;7:00;1440;-2,2;E
5108A;TD2;26/01/2009;7:00;1440;-2,5;E
5108A;TD2;27/01/2009;7:00;1440;-2;E
5108A;TD2;28/01/2009;7:00;1440;2,8;E
5108A;TD2;29/01/2009;7:00;1440;2,9;E
5108A;TD2;30/01/2009;7:00;1440;0,6;E
5108A;TD2;31/01/2009;7:00;1440;-1,5;E
5108A;TD2;01/02/2009;7:00;1440;-0,5;E
5108A;TD2;02/02/2009;7:00;1440;0;E
5108A;TD2;03/02/2009;7:00;1440;-1,6;E
5108A;TD2;04/02/2009;7:00;1440;-1;E
5108A;TD2;05/02/2009;7:00;1440;0,3;E
5108A;TD2;06/02/2009;7:00;1440;-3;E
5108A;TD2;07/02/2009;7:00;1440;-4;E
5108A;TD2;08/02/2009;7:00;1440;-4;E
5108A;TD2;09/02/2009;7:00;1440;0,9;E
5108A;TD2;10/02/2009;7:00;1440;-1,6;E
5108A;TD2;11/02/2009;7:00;1440;-0,5;E
5108A;TD2;12/02/2009;7:00;1440;-0,4;E
5108A;TD2;13/02/2009;7:00;1440;2;E
5108A;TD2;14/02/2009;7:00;1440;-2;E
5108A;TD2;15/02/2009;7:00;1440;-0,5;E
5108A;TD2;16/02/2009;7:00;1440;-1,6;E
5108A;TD2;17/02/2009;7:00;1440;-0,7;E
5108A;TD2;18/02/2009;7:00;1440;0;E
5108A;TD2;19/02/2009;7:00;1440;-0,2;E
5108A;TD2;20/02/2009;7:00;1440;-1,4;E
5108A;TD2;21/02/2009;7:00;1440;-0,2;E
5108A;TD2;22/02/2009;7:00;1440;0;E
5108A;TD2;23/02/2009;7:00;1440;1;E
5108A;TD2;24/02/2009;7:00;1440;1,5;E
5108A;TD2;25/02/2009;7:00;1440;-1;E
5108A;TD2;26/02/2009;7:00;1440;-0,5;E
5108A;TD2;27/02/2009;7:00;1440;3,5;E
5108A;TD2;28/02/2009;7:00;1440;2,5;E
5108A;TD2;01/03/2009;7:00;1440;1,5;E
5108A;TD2;02/03/2009;7:00;1440;2,2;E
5108A;TD2;03/03/2009;7:00;1440;0;E
5108A;TD2;04/03/2009;7:00;1440;0;E
5108A;TD2;05/03/2009;7:00;1440;0,4;E
5108A;TD2;06/03/2009;7:00;1440;0,4;E
5108A;TD2;07/03/2009;7:00;1440;3,9;E
5108A;TD2;08/03/2009;7:00;1440;6,7;E
5108A;TD2;09/03/2009;7:00;1440;4,4;E
5108A;TD2;10/03/2009;7:00;1440;4,5;E
5108A;TD2;11/03/2009;7:00;1440;4,5;E
5108A;TD2;12/03/2009;7:00;1440;3,3;E
5108A;TD2;13/03/2009;7:00;1440;3,7;E
5108A;TD2;14/03/2009;7:00;1440;7,8;E
5108A;TD2;15/03/2009;7:00;1440;5,4;E
5108A;TD2;16/03/2009;7:00;1440;1,3;E
5108A;TD2;17/03/2009;7:00;1440;0,2;E
5108A;TD2;18/03/2009;7:00;1440;1;E
5108A;TD2;19/03/2009;7:00;1440;6;E
5108A;TD2;20/03/2009;7:00;1440;6,5;E
5108A;TD2;21/03/2009;7:00;1440;4,4;E
5108A;TD2;22/03/2009;7:00;1440;1,6;E
5108A;TD2;23/03/2009;7:00;1440;2,4;E
5108A;TD2;24/03/2009;7:00;1440;5,5;E
5108A;TD2;25/03/2009;7:00;1440;6,4;E
5108A;TD2;26/03/2009;7:00;1440;7;E
5108A;TD2;27/03/2009;7:00;1440;8,5;E
5108A;TD2;28/03/2009;7:00;1440;3,8;E
5108A;TD2;30/03/2009;7:00;1440;-2,3;E
5108A;TD2;31/03/2009;7:00;1440;-2,5;E
5108A;TD2;01/04/2009;7:00;1440;0,5;E
5108A;TD2;02/04/2009;7:00;1440;2;E
5108A;TD2;03/04/2009;7:00;1440;2,1;E
5108A;TD2;04/04/2009;7:00;1440;3,9;E
5108A;TD2;05/04/2009;7:00;1440;6,9;E
5108A;TD2;06/04/2009;7:00;1440;7,2;E
5108A;TD2;07/04/2009;7:00;1440;6;E
5108A;TD2;08/04/2009;7:00;1440;1,2;E
5108A;TD2;09/04/2009;7:00;1440;1,8;E
5108A;TD2;10/04/2009;7:00;1440;3,1;E
5108A;TD2;11/04/2009;7:00;1440;0,6;E
5108A;TD2;12/04/2009;7:00;1440;2,5;E
5108A;TD2;13/04/2009;7:00;1440;0,5;E
5108A;TD2;14/04/2009;7:00;1440;0,5;E
5108A;TD2;15/04/2009;7:00;1440;2;E
5108A;TD2;16/04/2009;7:00;1440;0;E
5108A;TD2;17/04/2009;7:00;1440;0,5;E
5108A;TD2;18/04/2009;7:00;1440;2,5;E
5108A;TD2;19/04/2009;7:00;1440;1;E
5108A;TD2;20/04/2009;7:00;1440;2,7;E
5108A;TD2;21/04/2009;7:00;1440;4,1;E
5108A;TD2;22/04/2009;7:00;1440;5,4;E
5108A;TD2;23/04/2009;7:00;1440;5,4;E
5108A;TD2;24/04/2009;7:00;1440;6;E
5108A;TD2;25/04/2009;7:00;1440;9,3;E
5108A;TD2;26/04/2009;7:00;1440;2,6;E
5108A;TD2;27/04/2009;7:00;1440;1,3;E
5108A;TD2;28/04/2009;7:00;1440;2,5;E
5108A;TD2;29/04/2009;7:00;1440;3,4;E
5108A;TD2;30/04/2009;7:00;1440;4,7;E
5108A;TD2;01/06/2009;7:00;1440;14;E
5108A;TD2;02/06/2009;7:00;1440;14,8;E
5108A;TD2;03/06/2009;7:00;1440;14,9;E
5108A;TD2;04/06/2009;7:00;1440;13,6;E
5108A;TD2;05/06/2009;7:00;1440;12,3;E
5108A;TD2;06/06/2009;7:00;1440;8,2;E
5108A;TD2;07/06/2009;7:00;1440;5,2;E
5108A;TD2;08/06/2009;7:00;1440;7,6;E
5108A;TD2;09/06/2009;7:00;1440;7,4;E
5108A;TD2;10/06/2009;7:00;1440;7,5;E
5108A;TD2;11/06/2009;7:00;1440;11,5;E
5108A;TD2;12/06/2009;7:00;1440;15,2;E
5108A;TD2;13/06/2009;7:00;1440;16,5;E
5108A;TD2;14/06/2009;7:00;1440;17,5;E
5108A;TD2;15/06/2009;7:00;1440;17,4;E
5108A;TD2;16/06/2009;7:00;1440;17;E
5108A;TD2;17/06/2009;7:00;1440;15,4;E
5108A;TD2;18/06/2009;7:00;1440;16,6;E
5108A;TD2;19/06/2009;7:00;1440;18;E
5108A;TD2;20/06/2009;7:00;1440;18,5;E
5108A;TD2;21/06/2009;7:00;1440;19;E
5108A;TD2;22/06/2009;7:00;1440;17;E
5108A;TD2;23/06/2009;7:00;1440;17,5;E
5108A;TD2;24/06/2009;7:00;1440;15,4;E
5108A;TD2;25/06/2009;7:00;1440;13;E
5108A;TD2;26/06/2009;7:00;1440;10,7;E
5108A;TD2;27/06/2009;7:00;1440;11,3;E
5108A;TD2;28/06/2009;7:00;1440;12,5;E
5108A;TD2;29/06/2009;7:00;1440;13,6;E
5108A;TD2;30/06/2009;7:00;1440;14;E
5108A;TD2;01/07/2009;7:00;1440;16,5;E
5108A;TD2;02/07/2009;7:00;1440;17,1;E
5108A;TD2;03/07/2009;7:00;1440;18,2;E
5108A;TD2;04/07/2009;7:00;1440;15,5;E
5108A;TD2;05/07/2009;7:00;1440;15,4;E
5108A;TD2;06/07/2009;7:00;1440;15,5;E
5108A;TD2;07/07/2009;7:00;1440;14,8;E
5108A;TD2;08/07/2009;7:00;1440;15;E
5108A;TD2;09/07/2009;7:00;1440;15;E
5108A;TD2;10/07/2009;7:00;1440;15,5;E
5108A;TD2;11/07/2009;7:00;1440;16,3;E
5108A;TD2;12/07/2009;7:00;1440;16,6;E
5108A;TD2;13/07/2009;7:00;1440;18,3;E
5108A;TD2;14/07/2009;7:00;1440;17,5;E
5108A;TD2;15/07/2009;7:00;1440;15,3;E
5108A;TD2;16/07/2009;7:00;1440;16,5;E
5108A;TD2;17/07/2009;7:00;1440;17,4;E
5108A;TD2;18/07/2009;7:00;1440;13,4;E
5108A;TD2;19/07/2009;7:00;1440;14,2;E
5108A;TD2;20/07/2009;7:00;1440;16,7;E
5108A;TD2;21/07/2009;7:00;1440;17,2;E
5108A;TD2;22/07/2009;7:00;1440;25,7;E
5108A;TD2;23/07/2009;7:00;1440;17,9;E
5108A;TD2;24/07/2009;7:00;1440;18,3;E
5108A;TD2;25/07/2009;7:00;1440;20,5;E
5108A;TD2;26/07/2009;7:00;1440;23,4;E
5108A;TD2;27/07/2009;7:00;1440;20,5;E
5108A;TD2;28/07/2009;7:00;1440;21;E
5108A;TD2;29/07/2009;7:00;1440;19;E
5108A;TD2;30/07/2009;7:00;1440;16;E
5108A;TD2;01/08/2009;7:00;1440;17;E
